country,year,sex,age,population, gdp_for_year ($) ,suicides_no
Latvia,2012,female,15-24 years,122407,"28,11,99,96,053",6
Latvia,2012,female,25-34 years,138307,"28,11,99,96,053",5
Latvia,2012,male,5-14 years,97001,"28,11,99,96,053",1
Latvia,2012,female,5-14 years,92440,"28,11,99,96,053",0
Latvia,2013,male,75+ years,48030,"30,25,46,77,297",31
Latvia,2013,male,55-74 years,188374,"30,25,46,77,297",92
Latvia,2013,male,35-54 years,270844,"30,25,46,77,297",128
Latvia,2013,male,25-34 years,143497,"30,25,46,77,297",53
Latvia,2013,male,15-24 years,120698,"30,25,46,77,297",17
Latvia,2013,female,75+ years,128209,"30,25,46,77,297",11
Latvia,2013,female,55-74 years,276381,"30,25,46,77,297",23
Latvia,2013,female,35-54 years,291387,"30,25,46,77,297",19
Latvia,2013,female,25-34 years,137922,"30,25,46,77,297",6
Latvia,2013,female,15-24 years,113955,"30,25,46,77,297",2
Latvia,2013,male,5-14 years,98867,"30,25,46,77,297",1
Latvia,2013,female,5-14 years,94300,"30,25,46,77,297",0
Latvia,2014,male,75+ years,49779,"31,33,50,13,752",29
Latvia,2014,male,55-74 years,189439,"31,33,50,13,752",93
Latvia,2014,male,35-54 years,266548,"31,33,50,13,752",113
Latvia,2014,male,25-34 years,143777,"31,33,50,13,752",45
Latvia,2014,male,15-24 years,112758,"31,33,50,13,752",31
Latvia,2014,female,75+ years,131335,"31,33,50,13,752",19
Latvia,2014,female,25-34 years,137117,"31,33,50,13,752",10
Latvia,2014,female,55-74 years,275103,"31,33,50,13,752",20
Latvia,2014,female,15-24 years,106420,"31,33,50,13,752",6
Latvia,2014,female,35-54 years,285454,"31,33,50,13,752",16
Latvia,2014,female,5-14 years,95858,"31,33,50,13,752",0
Latvia,2014,male,5-14 years,100453,"31,33,50,13,752",0
Latvia,2015,male,75+ years,51293,"26,97,28,63,394",33
Latvia,2015,male,55-74 years,190621,"26,97,28,63,394",94
Latvia,2015,male,35-54 years,262740,"26,97,28,63,394",106
Latvia,2015,male,25-34 years,143639,"26,97,28,63,394",48
Latvia,2015,male,15-24 years,105890,"26,97,28,63,394",24
Latvia,2015,female,75+ years,134138,"26,97,28,63,394",22
Latvia,2015,female,55-74 years,274200,"26,97,28,63,394",30
Latvia,2015,female,35-54 years,279553,"26,97,28,63,394",24
Latvia,2015,female,15-24 years,100065,"26,97,28,63,394",3
Latvia,2015,female,25-34 years,136399,"26,97,28,63,394",2
Latvia,2015,male,5-14 years,100914,"26,97,28,63,394",1
Latvia,2015,female,5-14 years,96070,"26,97,28,63,394",0
Lithuania,1995,male,35-54 years,436306,"7,87,07,82,261",632
Lithuania,1995,male,75+ years,47214,"7,87,07,82,261",67
Lithuania,1995,male,55-74 years,274196,"7,87,07,82,261",325
Lithuania,1995,male,25-34 years,284758,"7,87,07,82,261",226
Lithuania,1995,male,15-24 years,263792,"7,87,07,82,261",134
Lithuania,1995,female,75+ years,109609,"7,87,07,82,261",37
Lithuania,1995,female,55-74 years,408926,"7,87,07,82,261",101
Lithuania,1995,female,35-54 years,481445,"7,87,07,82,261",113
Lithuania,1995,female,25-34 years,276055,"7,87,07,82,261",33
Lithuania,1995,female,15-24 years,256623,"7,87,07,82,261",20
Lithuania,1995,male,5-14 years,279260,"7,87,07,82,261",4
Lithuania,1995,female,5-14 years,268965,"7,87,07,82,261",2
Lithuania,1996,male,35-54 years,438770,"8,38,51,09,020",664
Lithuania,1996,male,55-74 years,275843,"8,38,51,09,020",336
Lithuania,1996,male,75+ years,47319,"8,38,51,09,020",40
Lithuania,1996,male,25-34 years,278848,"8,38,51,09,020",196
Lithuania,1996,male,15-24 years,257675,"8,38,51,09,020",147
Lithuania,1996,female,75+ years,110913,"8,38,51,09,020",39
Lithuania,1996,female,55-74 years,410808,"8,38,51,09,020",118
Lithuania,1996,female,35-54 years,484132,"8,38,51,09,020",129
Lithuania,1996,female,25-34 years,271013,"8,38,51,09,020",27
Lithuania,1996,female,15-24 years,251718,"8,38,51,09,020",20
Lithuania,1996,male,5-14 years,279323,"8,38,51,09,020",5
Lithuania,1996,female,5-14 years,268801,"8,38,51,09,020",1
Lithuania,1997,male,35-54 years,440546,"10,12,02,74,493",637
Lithuania,1997,male,55-74 years,277983,"10,12,02,74,493",294
Lithuania,1997,male,25-34 years,272292,"10,12,02,74,493",231
Lithuania,1997,male,75+ years,47892,"10,12,02,74,493",39
Lithuania,1997,male,15-24 years,252818,"10,12,02,74,493",144
Lithuania,1997,female,75+ years,113485,"10,12,02,74,493",29
Lithuania,1997,female,55-74 years,412839,"10,12,02,74,493",94
Lithuania,1997,female,35-54 years,485204,"10,12,02,74,493",109
Lithuania,1997,female,25-34 years,266372,"10,12,02,74,493",31
Lithuania,1997,female,15-24 years,247246,"10,12,02,74,493",17
Lithuania,1997,female,5-14 years,268373,"10,12,02,74,493",4
Lithuania,1997,male,5-14 years,279223,"10,12,02,74,493",3
Lithuania,1998,male,35-54 years,442825,"11,24,03,60,898",557
Lithuania,1998,male,55-74 years,278617,"11,24,03,60,898",345
Lithuania,1998,male,75+ years,49012,"11,24,03,60,898",47
Lithuania,1998,male,25-34 years,265304,"11,24,03,60,898",222
Lithuania,1998,male,15-24 years,250687,"11,24,03,60,898",112
Lithuania,1998,female,75+ years,117165,"11,24,03,60,898",40
Lithuania,1998,female,35-54 years,486222,"11,24,03,60,898",107
Lithuania,1998,female,55-74 years,412652,"11,24,03,60,898",80
Lithuania,1998,female,15-24 years,244923,"11,24,03,60,898",22
Lithuania,1998,female,25-34 years,261722,"11,24,03,60,898",18
Lithuania,1998,male,5-14 years,276408,"11,24,03,60,898",2
Lithuania,1998,female,5-14 years,265436,"11,24,03,60,898",1
Lithuania,1999,male,35-54 years,446764,"10,97,28,78,636",592
Lithuania,1999,male,55-74 years,277228,"10,97,28,78,636",284
Lithuania,1999,male,75+ years,50173,"10,97,28,78,636",48
Lithuania,1999,male,25-34 years,257244,"10,97,28,78,636",224
Lithuania,1999,male,15-24 years,251394,"10,97,28,78,636",129
Lithuania,1999,female,75+ years,121573,"10,97,28,78,636",37
Lithuania,1999,female,55-74 years,409039,"10,97,28,78,636",84
Lithuania,1999,female,35-54 years,489403,"10,97,28,78,636",97
Lithuania,1999,female,15-24 years,244706,"10,97,28,78,636",24
Lithuania,1999,female,25-34 years,256587,"10,97,28,78,636",22
Lithuania,1999,male,5-14 years,270111,"10,97,28,78,636",8
Lithuania,1999,female,5-14 years,259230,"10,97,28,78,636",1
Lithuania,2000,male,35-54 years,451103,"11,53,92,11,480",595
Lithuania,2000,male,55-74 years,276055,"11,53,92,11,480",324
Lithuania,2000,male,25-34 years,249865,"11,53,92,11,480",221
Lithuania,2000,male,75+ years,50557,"11,53,92,11,480",40
Lithuania,2000,male,15-24 years,252489,"11,53,92,11,480",131
Lithuania,2000,female,75+ years,124608,"11,53,92,11,480",36
Lithuania,2000,female,55-74 years,405061,"11,53,92,11,480",101
Lithuania,2000,female,35-54 years,493992,"11,53,92,11,480",121
Lithuania,2000,female,25-34 years,252324,"11,53,92,11,480",31
Lithuania,2000,female,15-24 years,245035,"11,53,92,11,480",25
Lithuania,2000,male,5-14 years,262637,"11,53,92,11,480",6
Lithuania,2000,female,5-14 years,251399,"11,53,92,11,480",0
Lithuania,2001,male,35-54 years,453841,"12,25,24,98,921",559
Lithuania,2001,male,55-74 years,276422,"12,25,24,98,921",322
Lithuania,2001,male,75+ years,51713,"12,25,24,98,921",57
Lithuania,2001,male,25-34 years,243174,"12,25,24,98,921",190
Lithuania,2001,male,15-24 years,253439,"12,25,24,98,921",119
Lithuania,2001,female,75+ years,128791,"12,25,24,98,921",40
Lithuania,2001,female,35-54 years,496684,"12,25,24,98,921",113
Lithuania,2001,female,55-74 years,402028,"12,25,24,98,921",87
Lithuania,2001,female,25-34 years,247712,"12,25,24,98,921",19
Lithuania,2001,female,15-24 years,245848,"12,25,24,98,921",18
Lithuania,2001,male,5-14 years,252622,"12,25,24,98,921",8
Lithuania,2001,female,5-14 years,241864,"12,25,24,98,921",1
Lithuania,2002,male,35-54 years,456468,"14,27,83,57,284",613
Lithuania,2002,male,55-74 years,275961,"14,27,83,57,284",285
Lithuania,2002,male,75+ years,54325,"14,27,83,57,284",47
Lithuania,2002,male,25-34 years,237814,"14,27,83,57,284",204
Lithuania,2002,male,15-24 years,255044,"14,27,83,57,284",156
Lithuania,2002,female,75+ years,135785,"14,27,83,57,284",39
Lithuania,2002,female,55-74 years,399066,"14,27,83,57,284",85
Lithuania,2002,female,35-54 years,498421,"14,27,83,57,284",74
Lithuania,2002,female,25-34 years,242244,"14,27,83,57,284",28
Lithuania,2002,female,15-24 years,247514,"14,27,83,57,284",15
Lithuania,2002,male,5-14 years,240849,"14,27,83,57,284",4
Lithuania,2002,female,5-14 years,230997,"14,27,83,57,284",1
Lithuania,2003,male,35-54 years,458658,"18,80,25,76,988",529
Lithuania,2003,male,55-74 years,274066,"18,80,25,76,988",288
Lithuania,2003,male,75+ years,57169,"18,80,25,76,988",53
Lithuania,2003,male,25-34 years,233362,"18,80,25,76,988",205
Lithuania,2003,male,15-24 years,255707,"18,80,25,76,988",122
Lithuania,2003,female,75+ years,143383,"18,80,25,76,988",36
Lithuania,2003,female,35-54 years,499080,"18,80,25,76,988",111
Lithuania,2003,female,55-74 years,396850,"18,80,25,76,988",72
Lithuania,2003,female,25-34 years,237053,"18,80,25,76,988",24
Lithuania,2003,female,15-24 years,247710,"18,80,25,76,988",11
Lithuania,2003,female,5-14 years,220424,"18,80,25,76,988",2
Lithuania,2003,male,5-14 years,230665,"18,80,25,76,988",2
Lithuania,2004,male,35-54 years,457735,"22,64,99,30,576",491
Lithuania,2004,male,55-74 years,272871,"22,64,99,30,576",271
Lithuania,2004,male,25-34 years,227897,"22,64,99,30,576",193
Lithuania,2004,male,75+ years,60017,"22,64,99,30,576",48
Lithuania,2004,male,15-24 years,254022,"22,64,99,30,576",115
Lithuania,2004,female,75+ years,150000,"22,64,99,30,576",41
Lithuania,2004,female,35-54 years,496461,"22,64,99,30,576",98
Lithuania,2004,female,55-74 years,395331,"22,64,99,30,576",73
Lithuania,2004,female,25-34 years,231241,"22,64,99,30,576",24
Lithuania,2004,female,15-24 years,245226,"22,64,99,30,576",19
Lithuania,2004,male,5-14 years,221380,"22,64,99,30,576",6
Lithuania,2004,female,5-14 years,210788,"22,64,99,30,576",1
Lithuania,2005,male,55-74 years,271641,"26,12,55,75,942",289
Lithuania,2005,male,35-54 years,453800,"26,12,55,75,942",469
Lithuania,2005,male,75+ years,62849,"26,12,55,75,942",52
Lithuania,2005,male,25-34 years,221170,"26,12,55,75,942",172
Lithuania,2005,male,15-24 years,249053,"26,12,55,75,942",100
Lithuania,2005,female,75+ years,154994,"26,12,55,75,942",34
Lithuania,2005,female,55-74 years,393282,"26,12,55,75,942",86
Lithuania,2005,female,35-54 years,492082,"26,12,55,75,942",84
Lithuania,2005,female,25-34 years,223982,"26,12,55,75,942",19
Lithuania,2005,female,15-24 years,240386,"26,12,55,75,942",11
Lithuania,2005,male,5-14 years,211022,"26,12,55,75,942",2
Lithuania,2005,female,5-14 years,200467,"26,12,55,75,942",1
Lithuania,2006,male,55-74 years,269578,"30,21,60,60,233",238
Lithuania,2006,male,35-54 years,450132,"30,21,60,60,233",366
Lithuania,2006,male,75+ years,65428,"30,21,60,60,233",51
Lithuania,2006,male,25-34 years,214726,"30,21,60,60,233",96
Lithuania,2006,male,15-24 years,244528,"30,21,60,60,233",97
Lithuania,2006,female,75+ years,159540,"30,21,60,60,233",37
Lithuania,2006,female,55-74 years,390589,"30,21,60,60,233",59
Lithuania,2006,female,35-54 years,488597,"30,21,60,60,233",70
Lithuania,2006,female,25-34 years,217069,"30,21,60,60,233",19
Lithuania,2006,female,15-24 years,236885,"30,21,60,60,233",10
Lithuania,2006,male,5-14 years,199438,"30,21,60,60,233",5
Lithuania,2006,female,5-14 years,189257,"30,21,60,60,233",1
Lithuania,2007,male,55-74 years,267333,"39,73,81,80,077",220
Lithuania,2007,male,75+ years,67551,"39,73,81,80,077",51
Lithuania,2007,male,35-54 years,447405,"39,73,81,80,077",326
Lithuania,2007,male,25-34 years,210164,"39,73,81,80,077",146
Lithuania,2007,male,15-24 years,243589,"39,73,81,80,077",101
Lithuania,2007,female,75+ years,164150,"39,73,81,80,077",40
Lithuania,2007,female,35-54 years,485943,"39,73,81,80,077",60
Lithuania,2007,female,55-74 years,387684,"39,73,81,80,077",46
Lithuania,2007,female,25-34 years,212154,"39,73,81,80,077",17
Lithuania,2007,female,15-24 years,236177,"39,73,81,80,077",10
Lithuania,2007,female,5-14 years,177982,"39,73,81,80,077",4
Lithuania,2007,male,5-14 years,187735,"39,73,81,80,077",4
Lithuania,2008,male,35-54 years,444829,"47,85,05,51,149",401
Lithuania,2008,male,75+ years,69533,"47,85,05,51,149",56
Lithuania,2008,male,25-34 years,207780,"47,85,05,51,149",155
Lithuania,2008,male,55-74 years,264954,"47,85,05,51,149",190
Lithuania,2008,male,15-24 years,242106,"47,85,05,51,149",114
Lithuania,2008,female,75+ years,168662,"47,85,05,51,149",36
Lithuania,2008,female,55-74 years,384300,"47,85,05,51,149",60
Lithuania,2008,female,35-54 years,483453,"47,85,05,51,149",65
Lithuania,2008,female,15-24 years,234198,"47,85,05,51,149",17
Lithuania,2008,female,25-34 years,208792,"47,85,05,51,149",15
Lithuania,2008,male,5-14 years,177345,"47,85,05,51,149",2
Lithuania,2008,female,5-14 years,167804,"47,85,05,51,149",0
Lithuania,2009,male,35-54 years,440281,"37,44,06,73,478",428
Lithuania,2009,male,55-74 years,263507,"37,44,06,73,478",239
Lithuania,2009,male,75+ years,71090,"37,44,06,73,478",57
Lithuania,2009,male,25-34 years,205749,"37,44,06,73,478",116
Lithuania,2009,male,15-24 years,237032,"37,44,06,73,478",109
Lithuania,2009,female,75+ years,172277,"37,44,06,73,478",40
Lithuania,2009,female,35-54 years,480247,"37,44,06,73,478",65
Lithuania,2009,female,55-74 years,381948,"37,44,06,73,478",48
Lithuania,2009,female,25-34 years,205781,"37,44,06,73,478",15
Lithuania,2009,female,15-24 years,229147,"37,44,06,73,478",16
Lithuania,2009,male,5-14 years,169250,"37,44,06,73,478",3
Lithuania,2009,female,5-14 years,160188,"37,44,06,73,478",2
Lithuania,2010,male,55-74 years,262907,"37,12,05,17,694",219
Lithuania,2010,male,35-54 years,430396,"37,12,05,17,694",357
Lithuania,2010,male,75+ years,72479,"37,12,05,17,694",49
Lithuania,2010,male,25-34 years,198028,"37,12,05,17,694",110
Lithuania,2010,male,15-24 years,227810,"37,12,05,17,694",93
Lithuania,2010,female,75+ years,175611,"37,12,05,17,694",41
Lithuania,2010,female,35-54 years,471491,"37,12,05,17,694",72
Lithuania,2010,female,55-74 years,380465,"37,12,05,17,694",50
Lithuania,2010,female,15-24 years,218961,"37,12,05,17,694",14
Lithuania,2010,female,25-34 years,196906,"37,12,05,17,694",11
Lithuania,2010,female,5-14 years,153084,"37,12,05,17,694",1
Lithuania,2010,male,5-14 years,161599,"37,12,05,17,694",1
Lithuania,2011,male,35-54 years,420391,"43,47,68,73,413",349
Lithuania,2011,male,55-74 years,262391,"43,47,68,73,413",213
Lithuania,2011,male,75+ years,74328,"43,47,68,73,413",56
Lithuania,2011,male,25-34 years,189937,"43,47,68,73,413",124
Lithuania,2011,male,15-24 years,217769,"43,47,68,73,413",74
Lithuania,2011,female,75+ years,179526,"43,47,68,73,413",38
Lithuania,2011,female,55-74 years,378929,"43,47,68,73,413",68
Lithuania,2011,female,35-54 years,460566,"43,47,68,73,413",67
Lithuania,2011,female,25-34 years,187312,"43,47,68,73,413",17
Lithuania,2011,female,15-24 years,207726,"43,47,68,73,413",10
Lithuania,2011,female,5-14 years,146411,"43,47,68,73,413",1
Lithuania,2011,male,5-14 years,154519,"43,47,68,73,413",1
Lithuania,2012,male,35-54 years,413107,"42,84,81,95,256",321
Lithuania,2012,male,55-74 years,263194,"42,84,81,95,256",195
Lithuania,2012,male,75+ years,76080,"42,84,81,95,256",53
Lithuania,2012,male,25-34 years,187811,"42,84,81,95,256",117
Lithuania,2012,male,15-24 years,209964,"42,84,81,95,256",64
Lithuania,2012,female,75+ years,183510,"42,84,81,95,256",37
Lithuania,2012,female,35-54 years,451819,"42,84,81,95,256",74
Lithuania,2012,female,55-74 years,378541,"42,84,81,95,256",45
Lithuania,2012,female,25-34 years,183799,"42,84,81,95,256",10
Lithuania,2012,female,15-24 years,199629,"42,84,81,95,256",8
Lithuania,2012,male,5-14 years,149055,"42,84,81,95,256",3
Lithuania,2012,female,5-14 years,141261,"42,84,81,95,256",0
Lithuania,2013,male,35-54 years,405191,"46,41,73,40,375",382
Lithuania,2013,male,55-74 years,265835,"46,41,73,40,375",223
Lithuania,2013,male,75+ years,77510,"46,41,73,40,375",63
Lithuania,2013,male,25-34 years,188010,"46,41,73,40,375",121
Lithuania,2013,male,15-24 years,203647,"46,41,73,40,375",96
Lithuania,2013,female,75+ years,186711,"46,41,73,40,375",40
Lithuania,2013,female,35-54 years,442140,"46,41,73,40,375",75
Lithuania,2013,female,25-34 years,182444,"46,41,73,40,375",22
Lithuania,2013,female,55-74 years,380096,"46,41,73,40,375",41
Lithuania,2013,female,15-24 years,192772,"46,41,73,40,375",17
Lithuania,2013,female,5-14 years,137471,"46,41,73,40,375",3
Lithuania,2013,male,5-14 years,144800,"46,41,73,40,375",2
Lithuania,2014,male,75+ years,78763,"48,51,63,71,721",72
Lithuania,2014,male,35-54 years,396758,"48,51,63,71,721",309
Lithuania,2014,male,55-74 years,269618,"48,51,63,71,721",204
Lithuania,2014,male,25-34 years,189300,"48,51,63,71,721",94
Lithuania,2014,male,15-24 years,197504,"48,51,63,71,721",88
Lithuania,2014,female,75+ years,189437,"48,51,63,71,721",45
Lithuania,2014,female,55-74 years,383128,"48,51,63,71,721",47
Lithuania,2014,female,35-54 years,431495,"48,51,63,71,721",43
Lithuania,2014,female,15-24 years,186406,"48,51,63,71,721",12
Lithuania,2014,female,25-34 years,182183,"48,51,63,71,721",11
Lithuania,2014,female,5-14 years,135051,"48,51,63,71,721",3
Lithuania,2014,male,5-14 years,141934,"48,51,63,71,721",2
Lithuania,2015,male,75+ years,79672,"41,50,86,09,233",67
Lithuania,2015,male,55-74 years,273776,"41,50,86,09,233",216
Lithuania,2015,male,35-54 years,387255,"41,50,86,09,233",275
Lithuania,2015,male,25-34 years,190800,"41,50,86,09,233",101
Lithuania,2015,male,15-24 years,188903,"41,50,86,09,233",66
Lithuania,2015,female,75+ years,191358,"41,50,86,09,233",38
Lithuania,2015,female,55-74 years,386892,"41,50,86,09,233",55
Lithuania,2015,female,35-54 years,419841,"41,50,86,09,233",46
Lithuania,2015,female,25-34 years,182926,"41,50,86,09,233",17
Lithuania,2015,female,15-24 years,178882,"41,50,86,09,233",10
Lithuania,2015,female,5-14 years,133506,"41,50,86,09,233",3
Lithuania,2015,male,5-14 years,140115,"41,50,86,09,233",2
Lithuania,2016,male,75+ years,80426,"42,77,30,29,835",78
Lithuania,2016,male,55-74 years,277763,"42,77,30,29,835",212
Lithuania,2016,male,35-54 years,376689,"42,77,30,29,835",266
Lithuania,2016,male,25-34 years,191346,"42,77,30,29,835",96
Lithuania,2016,male,15-24 years,177888,"42,77,30,29,835",41
Lithuania,2016,female,75+ years,193001,"42,77,30,29,835",29
Lithuania,2016,female,55-74 years,390385,"42,77,30,29,835",45
Lithuania,2016,female,35-54 years,406249,"42,77,30,29,835",41
Lithuania,2016,female,25-34 years,182632,"42,77,30,29,835",8
Lithuania,2016,female,15-24 years,168917,"42,77,30,29,835",6
Luxembourg,1985,male,75+ years,6900,"4,73,85,59,685",6
Luxembourg,1985,male,55-74 years,30200,"4,73,85,59,685",14
Luxembourg,1985,female,75+ years,13500,"4,73,85,59,685",4
Luxembourg,1985,male,35-54 years,50200,"4,73,85,59,685",12
Luxembourg,1985,female,25-34 years,29800,"4,73,85,59,685",6
Luxembourg,1985,female,35-54 years,47900,"4,73,85,59,685",5
Luxembourg,1985,male,25-34 years,29900,"4,73,85,59,685",3
Luxembourg,1985,male,5-14 years,21700,"4,73,85,59,685",2
Luxembourg,1985,male,15-24 years,28100,"4,73,85,59,685",2
Luxembourg,1985,female,15-24 years,27800,"4,73,85,59,685",1
Luxembourg,1985,female,5-14 years,20500,"4,73,85,59,685",0
Luxembourg,1985,female,55-74 years,38300,"4,73,85,59,685",0
Luxembourg,1986,male,75+ years,7100,"6,92,12,64,132",3
Luxembourg,1986,male,55-74 years,30800,"6,92,12,64,132",13
Luxembourg,1986,male,25-34 years,30200,"6,92,12,64,132",7
Luxembourg,1986,male,35-54 years,50300,"6,92,12,64,132",11
Luxembourg,1986,female,55-74 years,38600,"6,92,12,64,132",7
Luxembourg,1986,female,25-34 years,30200,"6,92,12,64,132",4
Luxembourg,1986,male,15-24 years,27800,"6,92,12,64,132",3
Luxembourg,1986,female,75+ years,13900,"6,92,12,64,132",1
Luxembourg,1986,female,35-54 years,47900,"6,92,12,64,132",2
Luxembourg,1986,female,15-24 years,27500,"6,92,12,64,132",0
Luxembourg,1986,female,5-14 years,20300,"6,92,12,64,132",0
Luxembourg,1986,male,5-14 years,21400,"6,92,12,64,132",0
Luxembourg,1987,male,75+ years,7200,"8,61,42,15,559",3
Luxembourg,1987,male,35-54 years,51000,"8,61,42,15,559",19
Luxembourg,1987,male,25-34 years,31100,"8,61,42,15,559",10
Luxembourg,1987,female,55-74 years,39000,"8,61,42,15,559",12
Luxembourg,1987,male,55-74 years,31500,"8,61,42,15,559",9
Luxembourg,1987,female,75+ years,14400,"8,61,42,15,559",3
Luxembourg,1987,female,35-54 years,48600,"8,61,42,15,559",8
Luxembourg,1987,male,15-24 years,27400,"8,61,42,15,559",4
Luxembourg,1987,female,15-24 years,26500,"8,61,42,15,559",3
Luxembourg,1987,female,25-34 years,31200,"8,61,42,15,559",3
Luxembourg,1987,female,5-14 years,20200,"8,61,42,15,559",0
Luxembourg,1987,male,5-14 years,21300,"8,61,42,15,559",0
Luxembourg,1988,male,25-34 years,31700,"9,75,01,61,053",15
Luxembourg,1988,male,55-74 years,31700,"9,75,01,61,053",14
Luxembourg,1988,male,35-54 years,51900,"9,75,01,61,053",18
Luxembourg,1988,male,75+ years,7300,"9,75,01,61,053",2
Luxembourg,1988,female,55-74 years,39000,"9,75,01,61,053",8
Luxembourg,1988,male,15-24 years,27000,"9,75,01,61,053",3
Luxembourg,1988,female,35-54 years,49400,"9,75,01,61,053",5
Luxembourg,1988,female,25-34 years,31600,"9,75,01,61,053",3
Luxembourg,1988,female,75+ years,14900,"9,75,01,61,053",1
Luxembourg,1988,female,15-24 years,25900,"9,75,01,61,053",0
Luxembourg,1988,female,5-14 years,20400,"9,75,01,61,053",0
Luxembourg,1988,male,5-14 years,21500,"9,75,01,61,053",0
Luxembourg,1989,male,75+ years,7600,"10,39,15,04,709",5
Luxembourg,1989,male,55-74 years,32000,"10,39,15,04,709",13
Luxembourg,1989,male,35-54 years,52900,"10,39,15,04,709",20
Luxembourg,1989,male,25-34 years,32500,"10,39,15,04,709",9
Luxembourg,1989,male,15-24 years,26300,"10,39,15,04,709",6
Luxembourg,1989,female,75+ years,15300,"10,39,15,04,709",3
Luxembourg,1989,female,35-54 years,50200,"10,39,15,04,709",7
Luxembourg,1989,female,55-74 years,39100,"10,39,15,04,709",4
Luxembourg,1989,female,25-34 years,31900,"10,39,15,04,709",3
Luxembourg,1989,female,5-14 years,20700,"10,39,15,04,709",1
Luxembourg,1989,male,5-14 years,21700,"10,39,15,04,709",1
Luxembourg,1989,female,15-24 years,25200,"10,39,15,04,709",1
Luxembourg,1990,male,75+ years,7700,"13,22,92,47,948",4
Luxembourg,1990,male,55-74 years,32400,"13,22,92,47,948",12
Luxembourg,1990,male,35-54 years,53800,"13,22,92,47,948",16
Luxembourg,1990,male,25-34 years,33200,"13,22,92,47,948",9
Luxembourg,1990,female,75+ years,15500,"13,22,92,47,948",4
Luxembourg,1990,male,15-24 years,25900,"13,22,92,47,948",6
Luxembourg,1990,female,35-54 years,51100,"13,22,92,47,948",10
Luxembourg,1990,female,55-74 years,39200,"13,22,92,47,948",5
Luxembourg,1990,female,25-34 years,32300,"13,22,92,47,948",2
Luxembourg,1990,female,15-24 years,24700,"13,22,92,47,948",0
Luxembourg,1990,female,5-14 years,21000,"13,22,92,47,948",0
Luxembourg,1990,male,5-14 years,22000,"13,22,92,47,948",0
Luxembourg,1991,male,75+ years,7700,"14,32,18,78,795",8
Luxembourg,1991,male,55-74 years,32900,"14,32,18,78,795",16
Luxembourg,1991,male,35-54 years,55000,"14,32,18,78,795",17
Luxembourg,1991,male,25-34 years,34000,"14,32,18,78,795",9
Luxembourg,1991,female,35-54 years,52100,"14,32,18,78,795",12
Luxembourg,1991,female,55-74 years,39500,"14,32,18,78,795",9
Luxembourg,1991,male,15-24 years,25600,"14,32,18,78,795",4
Luxembourg,1991,female,75+ years,15600,"14,32,18,78,795",1
Luxembourg,1991,female,25-34 years,32600,"14,32,18,78,795",1
Luxembourg,1991,female,15-24 years,24300,"14,32,18,78,795",0
Luxembourg,1991,female,5-14 years,21200,"14,32,18,78,795",0
Luxembourg,1991,male,5-14 years,22400,"14,32,18,78,795",0
Luxembourg,1992,male,75+ years,7600,"16,06,57,40,778",6
Luxembourg,1992,female,75+ years,15500,"16,06,57,40,778",4
Luxembourg,1992,female,55-74 years,40100,"16,06,57,40,778",10
Luxembourg,1992,male,55-74 years,33400,"16,06,57,40,778",7
Luxembourg,1992,female,35-54 years,53200,"16,06,57,40,778",10
Luxembourg,1992,male,35-54 years,56100,"16,06,57,40,778",9
Luxembourg,1992,male,25-34 years,34600,"16,06,57,40,778",5
Luxembourg,1992,female,25-34 years,33100,"16,06,57,40,778",4
Luxembourg,1992,female,15-24 years,23800,"16,06,57,40,778",2
Luxembourg,1992,male,15-24 years,25200,"16,06,57,40,778",2
Luxembourg,1992,female,5-14 years,21800,"16,06,57,40,778",0
Luxembourg,1992,male,5-14 years,22900,"16,06,57,40,778",0
Luxembourg,1993,male,75+ years,7500,"16,48,69,00,187",4
Luxembourg,1993,male,15-24 years,24900,"16,48,69,00,187",10
Luxembourg,1993,male,35-54 years,57300,"16,48,69,00,187",22
Luxembourg,1993,female,55-74 years,40800,"16,48,69,00,187",8
Luxembourg,1993,male,55-74 years,34200,"16,48,69,00,187",6
Luxembourg,1993,male,25-34 years,34900,"16,48,69,00,187",6
Luxembourg,1993,female,35-54 years,54200,"16,48,69,00,187",5
Luxembourg,1993,female,75+ years,15300,"16,48,69,00,187",1
Luxembourg,1993,female,25-34 years,33500,"16,48,69,00,187",2
Luxembourg,1993,female,15-24 years,23700,"16,48,69,00,187",0
Luxembourg,1993,female,5-14 years,22300,"16,48,69,00,187",0
Luxembourg,1993,male,5-14 years,23400,"16,48,69,00,187",0
Luxembourg,1994,male,75+ years,7500,"18,32,57,91,415",8
Luxembourg,1994,male,55-74 years,35000,"18,32,57,91,415",15
Luxembourg,1994,male,35-54 years,58400,"18,32,57,91,415",22
Luxembourg,1994,male,15-24 years,24700,"18,32,57,91,415",7
Luxembourg,1994,male,25-34 years,35000,"18,32,57,91,415",9
Luxembourg,1994,female,55-74 years,41300,"18,32,57,91,415",5
Luxembourg,1994,female,35-54 years,55400,"18,32,57,91,415",4
Luxembourg,1994,female,75+ years,15300,"18,32,57,91,415",1
Luxembourg,1994,female,25-34 years,33900,"18,32,57,91,415",2
Luxembourg,1994,female,15-24 years,23700,"18,32,57,91,415",1
Luxembourg,1994,female,5-14 years,22900,"18,32,57,91,415",0
Luxembourg,1994,male,5-14 years,23900,"18,32,57,91,415",0
Luxembourg,1995,male,75+ years,7400,"21,58,81,70,498",4
